carat,cut,color,clarity,depth,table,price,x,y,z
1.5,Premium,I,SI1,62.0,62.0,8736,7.35,7.3,4.54
1.28,Ideal,G,VS2,62.2,57.0,8774,6.99,6.94,4.33
1.34,Ideal,G,VS2,61.9,56.0,9401,7.1,7.05,4.38
1.0,Very Good,G,VS1,59.1,61.0,6435,6.48,6.54,3.85
1.02,Ideal,D,VS1,61.2,56.0,8658,6.48,6.53,3.98
1.01,Very Good,G,VS1,63.5,59.0,6529,6.36,6.31,4.02
1.33,Premium,E,SI2,62.0,57.0,7341,7.15,7.08,4.41
1.59,Good,F,SI2,63.6,57.0,9100,7.43,7.39,4.71
1.04,Ideal,F,VVS2,62.2,56.0,9281,6.53,6.46,4.04
1.16,Ideal,F,VS2,61.3,57.0,9432,6.76,6.79,4.15
1.52,Fair,F,SI2,56.3,64.0,8938,7.68,7.62,4.31
1.02,Premium,G,VS1,61.0,61.0,7129,6.58,6.53,4.0
1.06,Ideal,G,VS2,61.1,57.0,6667,6.59,6.56,4.02
1.05,Ideal,E,VVS2,62.4,56.0,9146,6.52,6.49,4.06
1.39,Premium,G,SI1,61.3,59.0,7848,7.15,7.24,4.41
1.53,Premium,I,SI1,60.8,59.0,8911,7.54,7.49,4.57
1.52,Premium,J,VS2,62.0,59.0,7899,7.31,7.28,4.52
1.07,Very Good,E,VS1,62.0,60.0,7768,6.49,6.58,4.05
1.21,Premium,G,VS2,61.0,58.0,8504,6.88,6.82,4.18
1.55,Premium,I,SI1,62.5,60.0,8866,7.33,7.35,4.59
1.51,Premium,E,I1,59.0,62.0,6494,7.41,7.36,4.36
1.24,Premium,E,SI1,59.7,59.0,6875,7.07,6.99,4.2
0.63,Ideal,D,IF,62.5,55.0,6549,5.47,5.5,3.43
1.44,Premium,I,VS1,62.6,59.0,8426,7.08,7.14,4.45
1.01,Very Good,E,VS2,62.9,58.0,6666,6.36,6.39,4.01
1.01,Premium,G,VVS2,60.7,58.0,7862,6.52,6.49,3.95
1.06,Ideal,G,VS2,62.8,55.0,7160,6.49,6.51,4.08
1.51,Very Good,J,VS2,62.8,59.0,7418,7.2,7.28,4.55
1.31,Premium,G,VS2,60.3,58.0,9296,7.13,7.1,4.29
1.51,Very Good,J,VS1,63.7,55.0,7953,7.16,7.28,4.6
1.22,Ideal,G,VS2,61.4,56.0,8213,6.88,6.9,4.23
1.2,Premium,G,VS2,62.1,61.0,7728,6.74,6.68,4.17
1.01,Good,E,VS2,63.7,56.0,6335,6.29,6.27,4.0
1.3,Ideal,G,VS2,61.9,55.0,9060,7.01,7.04,4.35
1.01,Ideal,F,VS1,62.0,57.0,7887,6.46,6.42,3.99
1.21,Ideal,G,VS2,61.5,56.0,8294,6.83,6.88,4.22
1.02,Very Good,G,VVS1,62.1,59.0,7861,6.36,6.39,3.96
1.51,Very Good,J,SI1,61.2,62.0,6851,7.32,7.36,4.49
1.2,Premium,G,VS1,60.2,60.0,8596,7.0,6.91,4.19
1.01,Very Good,F,VS2,60.0,63.0,6598,6.46,6.48,3.88
1.5,Good,F,SI2,62.4,55.0,7738,7.27,7.34,4.56
1.01,Ideal,G,VVS2,62.2,54.0,8104,6.41,6.48,4.01
1.04,Very Good,G,VS2,61.1,56.0,6334,6.54,6.56,4.01
1.12,Ideal,F,VS2,61.2,56.0,8063,6.67,6.73,4.11
1.24,Ideal,G,SI1,61.0,56.4,6895,6.93,6.99,4.25
1.01,Premium,G,VS1,62.7,58.0,6499,6.38,6.41,4.01
1.09,Ideal,G,VVS2,61.8,56.0,8753,6.58,6.62,4.08
1.03,Premium,D,VS2,62.9,59.0,7718,6.43,6.38,4.03
1.01,Ideal,G,IF,62.2,61.0,8957,6.34,6.4,3.96
1.02,Ideal,G,IF,62.5,57.0,8162,6.37,6.44,4.0
1.03,Premium,G,VS1,62.2,59.0,6749,6.46,6.41,4.0
1.5,Premium,J,SI1,61.7,59.0,7258,7.36,7.32,4.53
1.28,Very Good,G,VS1,59.2,57.0,8895,7.05,7.13,4.2
1.27,Premium,I,VS1,62.2,59.0,6415,6.87,6.92,4.29
1.02,Very Good,F,VS1,61.3,58.0,7740,6.46,6.52,3.98
1.22,Ideal,G,VS2,62.0,55.0,7923,6.83,6.91,4.26
1.14,Ideal,D,VS1,59.8,57.0,9193,6.83,6.74,4.06
1.36,Premium,H,VS2,61.9,58.0,8877,7.15,7.09,4.41
1.07,Ideal,G,VVS2,62.3,54.0,8145,6.54,6.56,4.08
1.07,Premium,G,VS2,60.5,56.0,6471,6.71,6.64,4.04
1.13,Very Good,E,VS2,61.9,61.0,8358,6.61,6.64,4.1
1.01,Ideal,F,VS2,60.3,56.0,6794,6.56,6.5,3.94
1.55,Ideal,I,SI1,62.3,54.8,9117,7.37,7.39,4.61
1.14,Ideal,G,VS1,60.9,57.0,7750,6.7,6.82,4.12
1.73,Premium,I,VS2,59.8,58.0,8680,7.8,7.79,4.66
1.01,Very Good,H,VVS1,61.1,58.0,6777,6.41,6.45,3.93
1.71,Good,F,SI2,63.7,54.0,6971,7.6,7.49,4.81
1.1,Ideal,G,VS1,61.3,57.0,7688,6.66,6.59,4.06
1.45,Premium,H,VS2,58.4,59.0,9216,7.44,7.42,4.34
1.51,Good,I,SI1,63.9,63.0,7365,7.2,7.17,4.59
1.28,Premium,H,SI1,62.3,58.0,6946,7.0,6.94,4.34
1.52,Very Good,I,SI1,62.8,62.0,9129,7.23,7.29,4.56
1.28,Ideal,I,VS2,61.4,57.0,6308,7.04,6.97,4.3
1.11,Ideal,G,VS2,62.0,56.0,7472,6.62,6.65,4.12
1.1,Ideal,G,VS1,61.3,56.0,8775,6.65,6.69,4.09
1.02,Very Good,G,VVS2,62.7,58.0,9596,6.36,6.4,4.0
1.53,Very Good,G,SI2,62.1,61.0,8455,7.28,7.3,4.53
1.64,Very Good,F,SI2,63.2,57.0,8357,7.56,7.47,4.75
1.2,Ideal,F,VS1,62.9,53.0,9032,6.86,6.81,4.3
1.31,Premium,G,VS2,60.3,59.0,8818,7.08,7.12,4.28
1.55,Ideal,G,SI2,60.7,55.0,9530,7.54,7.51,4.57
1.03,Ideal,F,VVS2,62.5,56.0,9254,6.46,6.53,4.06
1.53,Premium,F,SI2,60.9,60.0,7685,7.5,7.37,4.53
1.0,Premium,D,VS1,62.7,54.0,7812,6.38,6.35,3.99
1.46,Premium,H,SI2,61.4,59.0,7604,7.3,7.26,4.47
1.57,Premium,I,VS2,60.8,59.0,7385,7.5,7.47,4.55
1.2,Ideal,D,SI1,62.7,55.0,7903,6.79,6.71,4.23
1.0,Premium,D,VS2,61.2,61.0,6303,6.39,6.35,3.9
1.03,Ideal,E,VVS2,61.9,57.0,8972,6.5,6.46,4.01
1.22,Premium,H,SI1,61.9,56.0,6354,6.89,6.84,4.25
1.0,Very Good,E,VVS2,61.7,55.0,9324,6.38,6.42,3.95
1.13,Ideal,G,VS1,61.5,56.0,8051,6.71,6.73,4.13
1.0,Very Good,F,VS2,63.2,56.0,6701,6.32,6.37,4.01
1.01,Very Good,G,VVS1,63.1,59.0,7412,6.42,6.33,4.02
1.18,Premium,F,VS1,60.7,55.0,9648,6.87,6.8,4.15
1.21,Premium,G,VVS2,61.3,56.0,9779,6.88,6.85,4.21
1.19,Ideal,I,IF,61.7,56.0,7207,6.78,6.81,4.19
1.21,Premium,H,VS1,62.5,59.0,7555,6.8,6.74,4.23
2.74,Fair,J,I1,64.9,61.0,8807,8.76,8.66,5.65
1.51,Very Good,I,SI2,63.1,60.0,6819,7.19,7.13,4.52
1.01,Very Good,F,VS1,63.7,56.0,7001,6.27,6.33,4.01
1.5,Fair,J,VS1,60.1,61.0,7819,7.25,7.3,4.37
1.01,Very Good,G,VS1,63.1,57.0,6936,6.32,6.39,4.01
1.76,Premium,I,VS2,62.4,58.0,9659,7.7,7.65,4.79
2.27,Fair,G,I1,68.6,56.0,7131,7.99,7.94,5.47
1.11,Premium,G,VS2,61.4,58.0,6534,6.7,6.66,4.1
1.01,Very Good,G,VS1,63.6,57.0,7021,6.34,6.36,4.04
1.02,Good,F,VS1,63.7,57.0,7197,6.39,6.35,4.06
1.5,Premium,F,SI2,62.4,58.0,7056,7.31,7.24,4.54
2.0,Fair,H,I1,66.8,57.0,8064,7.81,7.72,5.19
2.0,Premium,J,VS1,63.0,58.0,9296,8.04,7.99,5.05
1.28,Ideal,H,SI2,62.8,57.0,6451,6.92,6.87,4.33
1.53,Premium,J,VVS1,61.6,59.0,9384,7.35,7.39,4.54
1.22,Premium,D,VS2,62.0,60.0,9756,6.79,6.74,4.22
1.06,Premium,G,VS1,62.0,58.0,7130,6.56,6.51,4.05
1.52,Good,J,SI1,63.6,60.0,6897,7.21,7.25,4.6
1.07,Ideal,H,VVS2,61.3,57.0,7821,6.6,6.62,4.05
1.6,Very Good,I,SI2,62.2,59.0,7906,7.42,7.46,4.63
1.0,Ideal,E,SI1,62.4,55.0,6324,6.34,6.42,3.98
1.51,Fair,I,VS2,58.8,62.0,9116,7.57,7.51,4.43
1.51,Ideal,I,SI1,62.7,57.0,8193,7.35,7.3,4.59
1.14,Ideal,G,VS1,61.7,56.0,9090,6.67,6.71,4.13
1.1,Ideal,E,SI1,61.3,56.0,6743,6.65,6.7,4.09
1.01,Premium,G,VVS2,61.7,59.0,7466,6.44,6.37,3.95
1.5,Very Good,I,VS2,63.0,57.0,8662,7.2,7.25,4.55
1.53,Ideal,I,SI2,61.3,59.0,8062,7.42,7.39,4.54
1.11,Premium,F,VS1,60.7,59.0,7623,6.64,6.61,4.02
1.51,Ideal,I,SI1,61.2,60.0,8396,7.39,7.37,4.52
2.02,Premium,J,SI2,59.7,56.0,9728,8.18,8.13,4.87
1.61,Very Good,I,SI2,60.9,63.0,7775,7.54,7.5,4.58
1.01,Very Good,E,VS1,59.4,59.0,8348,6.52,6.54,3.88
1.55,Very Good,H,SI1,61.6,54.0,9818,7.41,7.47,4.58
1.0,Fair,E,VVS2,65.4,56.0,7918,6.28,6.2,4.08
1.0,Ideal,F,VVS2,61.9,57.0,9354,6.47,6.42,3.99
1.2,Ideal,G,VS2,62.1,56.0,7741,6.84,6.78,4.23
1.52,Premium,E,SI2,60.8,60.0,9028,7.36,7.42,4.49
1.22,Ideal,I,SI1,62.3,58.0,6398,6.8,6.82,4.24
1.0,Very Good,G,VS2,63.8,58.0,6389,6.31,6.35,4.04
1.33,Premium,F,SI2,59.9,58.0,6668,7.13,7.17,4.28
1.29,Premium,H,VS2,60.7,61.0,7802,7.1,7.01,4.28
1.41,Ideal,H,VS1,60.7,56.0,9752,7.31,7.22,1.41
1.0,Ideal,F,VS1,61.4,56.0,7177,6.46,6.51,3.98
1.21,Ideal,H,VS1,62.8,54.0,7928,6.81,6.78,4.26
1.2,Ideal,H,VS1,60.9,57.0,8852,6.87,6.9,4.19
1.57,Premium,I,SI2,60.9,58.0,7484,7.53,7.51,4.58
1.04,Premium,D,VS1,60.8,58.0,7041,6.53,6.5,3.96
1.16,Premium,E,VS1,58.7,58.0,8346,6.89,6.87,4.04
1.27,Premium,H,VS2,61.1,58.0,7849,6.96,6.88,4.23
1.33,Ideal,I,VS2,62.6,55.0,7325,7.01,7.05,4.4
1.54,Premium,H,VS2,60.3,60.0,9081,7.47,7.45,4.5
1.24,Very Good,H,VS1,62.6,54.0,7092,6.84,6.88,4.29
1.17,Premium,G,VS1,62.4,56.0,7564,6.81,6.75,4.23
1.06,Ideal,H,VVS1,61.3,57.0,7193,6.55,6.53,4.01
1.05,Ideal,G,VS1,61.2,57.0,8022,6.51,6.55,4.0
1.59,Fair,I,SI2,65.2,58.0,7080,7.28,7.24,4.73
1.14,Fair,G,VS1,57.5,67.0,6381,0.0,0.0,0.0
1.04,Very Good,D,VS2,61.2,56.0,7653,6.53,6.58,4.02
1.0,Very Good,F,VVS2,63.2,56.0,8172,6.35,6.3,4.0
1.55,Very Good,I,SI1,62.0,62.0,8644,7.33,7.47,4.59
1.27,Premium,I,VS1,62.2,59.0,6532,6.92,6.87,4.29
1.01,Premium,E,VS2,59.3,58.0,7240,6.53,6.49,3.86
1.01,Very Good,F,VS2,60.5,59.0,6944,6.51,6.54,3.95
1.65,Premium,G,I1,62.0,59.0,6788,7.53,7.57,4.68
2.01,Premium,J,SI1,61.7,60.0,9793,8.12,8.09,5.0
1.65,Very Good,J,SI1,61.5,58.0,7943,7.49,7.62,4.65
1.56,Ideal,J,VS1,61.9,55.0,9404,7.44,7.46,4.61
1.22,Ideal,H,VS1,60.4,57.0,7738,6.86,6.89,4.15
1.01,Very Good,G,VS1,60.9,60.0,6669,6.47,6.43,3.93
1.54,Very Good,I,VS2,62.2,58.0,8656,7.32,7.37,4.57
1.26,Very Good,H,SI1,62.1,57.0,6320,6.88,6.94,4.29
0.71,Ideal,E,VS1,62.7,57.0,3238,5.66,5.69,3.56
0.31,Ideal,H,VS1,62.6,55.0,544,4.34,4.38,2.73
1.2,Very Good,H,I1,58.6,57.0,3696,6.96,7.01,4.09
0.6,Ideal,G,IF,62.2,55.0,2533,5.36,5.44,3.36
1.22,Premium,I,VS1,61.1,58.0,6012,6.84,6.91,4.2
0.3,Ideal,F,VS2,62.5,54.0,573,4.29,4.32,2.69
0.52,Ideal,D,VVS2,61.5,55.0,3284,5.19,5.22,3.2
1.57,Premium,J,SI2,59.6,56.0,6031,7.59,7.5,4.5
0.28,Very Good,H,VS2,59.7,60.0,394,4.25,4.29,2.55
1.21,Good,I,VS2,64.1,61.0,5028,6.7,6.66,4.28
0.56,Ideal,G,SI1,61.3,54.0,1417,5.34,5.37,3.28
0.43,Very Good,F,VS2,61.0,57.0,905,4.84,4.87,2.96
0.8,Good,G,SI2,62.8,58.0,2363,5.86,5.9,3.69
0.27,Ideal,H,SI1,61.3,55.0,383,4.17,4.21,2.57
0.56,Very Good,E,VS2,61.8,56.0,1819,5.28,5.31,3.27
0.9,Very Good,E,SI1,62.0,62.0,4144,6.11,6.21,3.82
0.41,Very Good,G,SI2,59.6,60.0,621,4.82,4.85,2.88
0.85,Ideal,E,SI1,61.8,54.0,3167,6.1,6.14,3.78
0.71,Premium,H,VS1,61.7,56.0,2401,5.81,5.67,3.54
0.72,Ideal,D,SI2,62.3,57.0,2457,5.8,5.75,3.6
0.32,Ideal,F,IF,61.2,56.0,1204,4.41,4.45,2.71
0.74,Ideal,E,VVS2,62.2,57.0,4082,5.78,5.83,3.61
0.34,Ideal,I,VS2,61.1,55.0,495,4.51,4.55,2.77
0.7,Very Good,F,VS2,62.2,56.0,2325,5.67,5.75,3.55
0.74,Good,G,SI1,63.6,58.0,1865,5.73,5.71,3.64
0.71,Very Good,D,VS1,62.5,58.0,3333,5.68,5.71,3.56
0.3,Premium,F,VS1,61.0,60.0,709,4.3,4.22,2.6
0.31,Ideal,G,VS2,61.5,56.0,652,4.34,4.36,2.68
1.03,Very Good,D,SI1,61.2,54.0,5948,6.53,6.61,4.02
0.41,Ideal,I,IF,62.6,57.0,1076,4.78,4.74,2.98
0.31,Good,H,VS2,63.1,57.0,489,4.27,4.32,2.71
1.24,Ideal,I,SI2,61.9,57.0,5221,6.87,6.92,4.27
0.33,Ideal,D,SI2,61.1,57.0,631,4.5,4.47,2.74
0.42,Ideal,E,VS1,60.6,57.0,1177,4.84,4.86,2.94
0.4,Very Good,D,SI2,63.0,59.0,622,4.64,4.69,2.94
0.41,Premium,E,SI1,62.4,58.0,969,4.77,4.75,2.97
0.32,Ideal,E,VS1,61.0,54.0,825,4.44,4.46,2.72
1.0,Premium,H,VS2,59.7,58.0,4861,6.57,6.52,3.91
0.63,Premium,E,VS1,60.4,58.0,2171,5.59,5.64,3.39
0.33,Ideal,H,SI1,61.7,55.0,564,4.43,4.46,2.74
0.71,Very Good,I,SI1,60.0,56.0,2502,5.86,5.83,3.51
0.76,Ideal,G,SI2,62.1,59.0,2389,5.81,5.84,3.62
0.47,Premium,H,VS1,61.8,58.0,1221,4.99,4.94,3.07
0.39,Good,G,VVS2,63.4,57.0,894,4.62,4.65,2.94
1.02,Premium,G,VS2,62.7,58.0,6058,6.4,6.45,4.03
0.3,Very Good,F,VVS2,62.5,56.0,730,4.26,4.29,2.67
0.7,Premium,E,VS2,60.9,59.0,2697,5.71,5.68,3.47
1.14,Very Good,E,SI2,62.6,56.0,4915,6.63,6.69,4.17
0.47,Very Good,E,VS1,61.8,58.0,1566,4.97,5.03,3.09
0.53,Very Good,D,SI1,60.0,59.8,1724,5.25,5.26,3.15
1.09,Premium,G,VS2,59.9,56.0,5889,6.73,6.59,3.99
0.91,Ideal,F,SI2,60.9,57.0,3588,6.27,6.3,3.83
1.0,Premium,E,SI2,61.7,58.0,4620,6.34,6.39,3.93
0.62,Very Good,I,VS2,60.7,57.3,1378,5.48,5.52,3.33
1.0,Very Good,D,SI2,59.5,62.0,4543,6.49,6.52,3.87
0.31,Ideal,F,VVS1,62.1,56.0,959,4.38,4.35,2.71
0.37,Fair,F,IF,52.3,61.0,1166,4.96,4.91,2.58
0.62,Premium,F,SI1,63.0,59.0,1777,5.43,5.39,3.41
0.91,Very Good,G,SI2,60.3,59.0,3189,6.23,6.28,3.77
0.31,Ideal,G,VS2,61.7,57.0,698,4.36,4.33,2.68
1.23,Good,H,SI2,63.8,57.4,5412,6.72,6.78,4.31
0.55,Ideal,D,VVS2,61.5,56.0,3468,5.26,5.28,3.24
0.41,Premium,G,VS1,61.9,58.0,961,4.78,4.75,2.95
0.34,Premium,E,VS2,62.7,56.0,893,4.51,4.48,2.82
0.57,Ideal,H,VS1,61.0,57.0,1922,5.37,5.34,3.26
0.32,Ideal,H,VVS1,61.3,56.0,708,4.41,4.43,2.71
0.31,Ideal,F,VS2,61.9,55.0,802,4.39,4.37,2.71
1.13,Premium,G,SI1,60.9,58.0,5600,6.75,6.72,4.1
1.2,Very Good,G,SI2,60.2,63.0,5474,6.81,6.84,4.11
1.06,Ideal,H,SI1,62.1,56.0,5020,6.51,6.57,4.06
0.42,Ideal,G,VVS2,62.6,55.0,1103,4.78,4.77,2.99
1.23,Very Good,F,SI2,61.9,58.0,6233,6.77,6.79,4.2
1.21,Premium,J,VS2,59.0,60.0,3694,6.93,6.88,4.07
0.23,Very Good,E,VVS1,61.1,60.0,530,3.95,4.01,2.43
0.41,Good,F,SI1,63.5,56.0,705,4.7,4.75,3.0
0.35,Ideal,D,VS2,60.6,57.0,964,4.63,4.58,2.79
0.7,Good,E,SI1,60.4,61.0,2696,5.73,5.76,3.47
0.94,Premium,E,SI1,60.0,58.0,4661,6.37,6.44,3.84
0.52,Ideal,E,VS2,62.0,55.0,1815,5.19,5.14,3.2
0.33,Ideal,F,VVS1,61.3,55.0,939,4.45,4.46,2.73
0.7,Ideal,F,VS1,62.0,55.0,2726,5.71,5.74,3.55
1.0,Fair,G,SI1,68.3,61.0,3965,6.02,5.93,4.08
0.96,Ideal,F,VS1,61.2,56.0,5767,6.34,6.38,3.89
0.31,Ideal,G,IF,61.6,55.0,891,4.35,4.38,2.69
0.71,Very Good,F,VVS1,61.8,58.0,3692,5.63,5.73,3.51
0.4,Premium,D,SI1,61.6,58.0,990,4.73,4.69,2.9
1.03,Premium,I,SI1,61.6,59.0,4362,6.46,6.49,3.99
0.42,Ideal,H,VS1,61.4,56.0,1087,4.85,4.82,2.97
0.54,Ideal,H,VS1,61.5,56.0,1637,5.24,5.23,3.22
1.24,Very Good,H,SI2,60.0,58.0,5858,6.99,7.05,4.21
0.72,Ideal,E,VS2,61.4,56.0,3601,5.78,5.8,3.55
0.55,Ideal,G,VS2,62.4,56.0,1448,5.23,5.25,3.27
0.51,Very Good,D,VS2,60.1,59.0,1877,5.16,5.19,3.11
0.5,Ideal,E,SI1,61.9,60.0,1337,5.06,5.09,3.14
0.37,Ideal,G,VS2,61.6,55.0,851,4.63,4.65,2.86
0.27,Ideal,F,VS2,60.9,57.0,577,4.17,4.2,2.55
1.09,Premium,H,SI2,62.5,58.0,4639,6.61,6.55,4.11
0.34,Ideal,H,SI1,60.7,56.0,628,4.58,4.52,2.76
0.59,Ideal,F,SI1,62.0,53.0,1424,5.38,5.43,3.35
0.41,Ideal,D,VS1,62.1,56.0,1151,4.77,4.8,2.97
0.73,Very Good,F,VS1,62.0,57.0,3200,5.73,5.75,3.56
1.07,Ideal,I,VS1,62.0,57.0,5302,6.56,6.5,4.05
0.42,Premium,F,VS1,62.7,61.0,1176,4.77,4.74,2.98
0.8,Ideal,F,VS1,61.2,56.0,3860,5.98,6.01,3.67
0.3,Ideal,H,VS1,61.6,55.0,675,4.3,4.27,2.64
0.3,Good,H,SI2,63.9,56.0,473,4.27,4.24,2.72
0.51,Premium,E,VS2,59.2,61.0,1662,5.17,5.16,3.06
0.29,Good,F,VS1,64.4,54.0,504,4.21,4.24,2.72
0.41,Good,E,VVS1,64.1,55.0,1228,4.68,4.71,3.01
0.53,Ideal,E,VVS2,61.8,55.0,2433,5.16,5.19,3.2
0.71,Premium,D,VS2,60.3,62.0,3077,5.76,5.69,3.45
1.0,Good,E,SI2,63.7,61.0,3889,6.32,6.27,4.01
1.0,Good,E,VS2,63.8,58.0,6272,6.31,6.19,3.99
1.01,Ideal,I,SI1,60.0,60.0,4872,6.53,6.57,3.93
1.1,Premium,H,SI1,63.0,58.0,4916,6.6,6.55,4.14
0.38,Ideal,E,VS1,62.6,53.5,979,4.61,4.66,2.9
1.17,Premium,I,SI1,62.6,58.0,4914,6.71,6.64,4.18
0.95,Premium,D,SI2,60.1,61.0,4341,6.37,6.35,3.82
1.0,Very Good,F,SI1,63.8,56.0,5030,6.25,6.29,4.0
0.42,Premium,D,SI2,60.1,58.0,700,4.83,4.88,2.92
0.31,Ideal,H,VS2,62.0,55.0,507,4.36,4.38,2.71
0.3,Good,G,VVS2,63.2,57.0,684,4.24,4.27,2.69
0.41,Premium,D,SI2,59.9,60.0,795,4.8,4.78,2.87
0.95,Very Good,I,SI1,63.5,58.0,3378,6.19,6.16,3.92
0.37,Very Good,E,VS2,58.9,61.0,811,4.66,4.68,2.75
0.8,Premium,J,SI1,60.0,60.0,2088,6.1,5.97,3.66
0.36,Premium,J,SI1,61.6,60.0,527,4.58,4.54,2.81
0.3,Ideal,H,SI1,61.9,54.0,514,4.31,4.34,2.68
0.33,Premium,H,VS2,58.8,62.0,624,4.53,4.49,2.65
0.7,Premium,I,VS2,60.8,59.0,2154,5.68,5.71,3.46
1.1,Very Good,I,VS1,61.0,59.0,4878,6.65,6.67,4.06
0.35,Premium,D,SI1,61.8,59.0,644,4.54,4.56,2.81
0.51,Ideal,E,SI1,62.2,57.0,1438,5.08,5.12,3.17
0.31,Premium,J,VS2,62.4,60.0,380,4.29,4.33,2.69
0.4,Ideal,D,SI1,62.5,55.0,950,4.73,4.71,2.95
0.9,Fair,D,SI1,64.8,59.0,3689,6.1,6.03,3.93
0.7,Premium,D,VS1,61.6,60.0,3229,5.63,5.6,3.46
0.9,Very Good,I,VS1,62.6,58.0,3447,6.14,6.17,3.85
0.6,Very Good,E,VS2,62.9,59.0,2085,5.34,5.38,3.37
0.52,Ideal,G,VS1,61.6,56.0,1722,5.18,5.22,3.2
0.4,Very Good,E,SI1,63.2,58.0,882,4.7,4.66,2.96
1.29,Fair,G,I1,66.0,58.0,4277,6.82,6.75,4.48
1.01,Ideal,G,SI2,61.5,57.0,4299,6.5,6.42,3.97
0.72,Very Good,H,SI2,63.5,58.0,1942,5.65,5.68,3.6
0.37,Ideal,H,VVS1,61.9,54.0,815,4.63,4.65,2.87
0.56,Ideal,G,VS2,62.0,56.0,1698,5.3,5.28,3.28
0.71,Ideal,D,VS1,61.7,56.0,4380,5.71,5.74,3.53
0.4,Very Good,E,VVS2,62.8,58.0,1066,4.68,4.71,2.95
0.32,Ideal,H,VS2,62.0,57.0,648,4.39,4.35,2.71
0.71,Good,J,VS1,63.3,55.0,1881,5.62,5.66,3.57
1.0,Very Good,E,SI2,63.5,56.0,4704,6.38,6.31,4.03
0.63,Premium,E,IF,60.3,62.0,2879,5.55,5.53,3.34
0.24,Very Good,F,VVS1,59.4,60.0,478,4.04,4.08,2.41
0.38,Premium,I,VS2,61.5,58.0,812,4.62,4.61,2.84
0.26,Premium,E,VS1,60.1,60.0,580,4.15,4.1,2.48
0.7,Premium,E,SI1,61.2,57.0,2777,5.73,5.68,3.49
0.42,Very Good,D,VVS2,62.8,59.0,1185,4.73,4.76,2.98
0.31,Very Good,F,VS2,62.9,58.0,625,4.27,4.31,2.7
0.53,Good,I,SI1,65.5,59.0,923,5.01,5.06,3.3
1.0,Very Good,F,SI2,63.3,60.0,4749,6.32,6.25,3.98
0.4,Premium,F,VVS1,60.2,59.0,1263,4.74,4.76,2.86
0.45,Very Good,F,SI2,61.5,61.0,729,4.9,4.95,3.03
0.42,Ideal,I,IF,61.7,55.0,961,4.83,4.86,2.99
1.02,Very Good,E,SI1,63.5,55.0,5245,6.3,6.37,4.02
1.03,Premium,H,VS1,62.4,60.0,5883,6.48,6.43,4.03
1.19,Ideal,E,SI2,61.9,56.0,5497,6.8,6.84,4.22
1.24,Ideal,I,SI1,62.4,57.0,5976,6.89,6.87,4.29
0.5,Ideal,H,VS2,61.7,55.0,1626,5.11,5.14,3.16
0.7,Fair,E,SI2,64.4,58.0,1998,5.58,5.51,3.57
0.9,Premium,I,VS2,62.6,62.0,3292,6.13,6.04,3.81
0.33,Ideal,G,VVS1,61.4,55.0,820,4.46,4.48,2.74
0.73,Good,E,VS1,59.0,61.0,3466,5.88,5.92,3.48
0.7,Fair,F,I1,65.4,59.0,992,5.6,5.49,3.63
0.23,Very Good,D,SI2,63.5,57.0,449,3.87,3.85,2.45
1.06,Ideal,F,SI2,60.7,57.0,4568,6.57,6.61,4.0
1.23,Ideal,I,SI1,61.1,58.0,6183,6.86,6.91,4.21
0.41,Good,D,SI1,63.1,59.0,791,4.7,4.71,2.97
0.9,Good,G,SI1,63.7,58.0,3734,6.09,6.12,3.89
0.73,Very Good,G,VVS2,61.4,58.0,3288,5.83,5.86,3.59
0.9,Good,G,VS1,63.6,58.0,4460,6.12,6.09,3.88
0.57,Ideal,F,VS2,60.7,56.0,2096,5.37,5.41,3.27
0.72,Premium,E,VS2,61.1,59.0,2954,5.75,5.8,3.53
0.35,Ideal,H,SI1,60.8,56.0,523,4.58,4.6,2.79
1.0,Premium,H,I1,61.3,60.0,2695,6.39,6.43,3.93
0.31,Premium,H,VVS2,62.3,60.0,625,4.31,4.36,2.7
0.35,Very Good,G,IF,62.1,54.0,892,4.53,4.57,2.82
1.07,Very Good,I,VS2,62.5,56.0,4873,6.5,6.53,4.07
0.74,Ideal,E,SI1,61.6,54.0,2699,5.82,5.9,3.61
0.52,Very Good,H,VVS1,63.9,59.0,1664,5.08,5.1,3.25
0.3,Premium,H,VS1,61.4,59.0,526,4.3,4.33,2.65
1.01,Very Good,I,SI1,61.4,62.0,4693,6.39,6.45,3.94
1.05,Good,E,I1,64.1,58.0,2066,6.46,6.32,4.09
0.36,Premium,I,VS1,62.0,59.0,568,4.53,4.6,2.83
1.01,Very Good,D,SI2,62.2,60.0,4588,6.4,6.43,3.99
0.71,Premium,F,SI1,59.0,61.0,2528,5.88,5.84,3.46
1.1,Good,I,SI1,63.7,59.0,4497,6.56,6.5,4.16
0.9,Good,F,SI1,63.6,59.0,3881,6.12,6.07,3.88
0.26,Very Good,G,VS1,62.4,56.0,423,4.08,4.1,2.55
0.9,Ideal,J,VS2,61.3,57.0,3160,6.16,6.24,3.8
0.4,Good,D,SI1,63.5,55.0,720,4.67,4.72,2.98
0.57,Ideal,D,VS2,61.8,57.0,1955,5.29,5.32,3.28
0.53,Good,D,VS2,58.4,58.0,1625,5.31,5.38,3.12
0.56,Premium,D,SI1,60.8,60.0,1814,5.31,5.29,3.22
